x,y,z,arc_length
0.33670825,-0.1967932,-7.587467,672
0.3477694,-0.19762704,-7.5851345,673
0.41300792,-0.20254496,-7.5713773,674
0.63,-0.2189026,-7.5256176,675
0.39445215,-0.23665905,-7.475945,676
0.31817916,-0.24240878,-7.4598603,677
0.3047039,-0.2434246,-7.457019,678
-0.26476732,-0.2863534,-7.336928,679
-0.2782426,-0.28736922,-7.3340864,680
-0.34999403,-0.2927781,-7.3189554,681
-0.35061273,-0.29777628,-7.327754,682
-0.3667155,-0.42786357,-7.556755,683
-0.39435872,-0.50823486,-7.5592046,684
-0.63,-0.6238783,-7.367168,685
-0.6236972,-0.6269715,-7.3620315,686
-0.6156826,-0.63,-7.3616457,687
-0.12211907,-0.443494,-7.337905,688
-0.006862144,-0.39994115,-7.3323607,689
0.020933598,-0.3894378,-7.3310237,690
0.24184151,-0.3059619,-7.320398,691
0.26963726,-0.29545856,-7.319061,692
0.3848942,-0.25190568,-7.3135166,693
0.42509755,-0.23671377,-7.311583,694
0.63,-0.11717624,-7.257,695
0.4596555,-0.01779939,-7.2116227,696
0.3996292,0.017219204,-7.195633,697
0.38930687,0.023241116,-7.192883,698
-0.17136881,0.35033232,-7.0435276,699
-0.18169113,0.35635424,-7.040778,700
-0.24171743,0.39137283,-7.024788,701
-0.28899035,0.41895124,-7.012195,702
-0.5056092,0.31732,-6.9599295,703
-0.01414774,0.63,-6.267811,704
0.050552882,0.58883584,-6.176694,705
-0.63,0.605673,-5.64592,706
0.3156886,0.6290698,-4.9083624,707
0.3607315,0.5981316,-4.92107,708
0.35369807,0.43426788,-4.965189,709
0.36126578,0.28475785,-4.968724,710
0.36770985,0.15744671,-4.9717336,711
0.36933938,0.12525348,-4.9724946,712
0.3800991,-0.08731938,-4.97752,713
0.38172862,-0.11951261,-4.978281,714
0.3881727,-0.24682376,-4.981291,715
0.39344484,-0.35098237,-4.983753,716
0.27831566,-0.45321953,-4.602886,717
0.24753967,-0.5801409,-4.453686,718
0.43195367,-0.41230738,-4.6013446,719
0.46954632,-0.31359926,-4.8226147,720
0.39958137,-0.2278919,-4.90488,721
0.35845459,-0.17751141,-4.9532375,722
0.35149056,-0.16898043,-4.961426,723
0.22421712,-0.013069907,-5.1110754,724
0.38963717,-0.016819172,-5.381534,725
0.39963663,-0.01704581,-5.397883,726
0.45963162,-0.018405605,-5.4959736,727
0.63,-0.022267023,-5.7745223,728
0.6028138,-0.022883203,-5.8189716,729
0.63,-0.014329996,-5.8780947,730
0.56646734,0.0056583444,-6.016263,731
0.48579207,-0.022610802,-6.325528,732
0.45937178,-0.024032813,-6.349247,733
0.39906877,-0.027278474,-6.403384,734
0.3890065,-0.027820053,-6.412418,735
-0.099216275,-0.05409745,-6.850722,736
0.22102772,0.32132033,-6.474478,737
0.22755177,0.32896838,-6.466813,738
0.26666465,0.3748199,-6.4208603,739
0.4843419,0.63,-6.1651187,740
0.63,0.45924693,-5.9939895,741
0.5094108,0.31788182,-5.8523135,742
0.41298836,0.20258482,-5.8745017,743
0.37022153,0.15144642,-5.884343,744
0.36293998,0.14273952,-5.8860188,745
-0.076287344,-0.382466,-5.9870915,746
-0.08356889,-0.39117292,-5.988767,747
-0.12633573,-0.4423113,-5.9986086,748
-0.26751533,-0.61112666,-6.031096,749
-0.30985382,-0.63,-6.0518203,750
-0.34723976,-0.61333436,-6.07012,751
-0.5514706,0.13698936,-5.783566,752
-0.5474771,0.34726116,-5.762967,753
-0.27865055,0.5900936,-5.6919537,754
-0.2623022,0.60754776,-5.689997,755
-0.25351456,0.56519836,-5.696368,756
-0.3565145,0.29068437,-5.7347302,757
-0.45973608,0.015579674,-5.773175,758
-0.46765497,-0.0055256397,-5.776124,759
-0.57096446,-0.14034916,-5.594172,760
-0.5857247,-0.19956914,-5.570357,761
-0.63,-0.24545681,-5.580331,762
-0.37563697,-0.50908315,-5.63763,763
-0.36759645,-0.50966924,-5.600972,764
-0.63,-0.5298102,-5.2730536,765
-0.10046552,-0.57045496,-4.611309,766
-0.03990561,-0.61160564,-4.530837,767
-0.031625036,-0.63,-4.4985495,768
0.04593892,-0.45770034,-4.196112,769
0.075117506,-0.3928834,-4.0823393,770
0.08016445,-0.3816722,-4.06266,771
0.10488369,-0.32676116,-3.9662747,772
0.21956944,-0.32231858,-4.105842,773
0.23783693,-0.32161096,-4.1280727,774
0.3324303,-0.31794667,-4.2431884,775
0.63,-0.30641973,-4.6053166,776
0.5900799,-0.30487335,-4.6538973,777
0.5072398,-0.4899616,-4.492064,778
0.3381908,-0.63,-4.444741,779
0.11525937,-0.44532603,-4.3823338,780
0.055818878,-0.39608616,-4.3656945,781
0.045287028,-0.3873617,-4.3627462,782
-0.3890233,-0.027583715,-4.241166,783
-0.39955518,-0.018859243,-4.2382183,784
-0.45899567,0.030380622,-4.2215786,785
-0.47558478,0.044122867,-4.2169347,786
-0.63,0.10981965,-4.2919636,787
-0.4132583,0.20203356,-4.3972764,788
-0.31809264,0.24252231,-4.4435163,789
-0.2986771,0.25078276,-4.4529505,790
0.026434219,0.3891031,-4.610919,791
0.045849763,0.39736357,-4.6203527,792
0.14101544,0.43785232,-4.6665926,793
0.42592728,0.5590696,-4.805029,794
0.07659096,-0.0045050276,3.955337,795
0.385461,0.059328087,4.012602,796
0.3952665,0.061354563,4.01442,797
0.45408824,0.07351105,4.0253253,798
0.63,0.10986613,4.0579395,799
0.43478352,0.15021086,4.094133,800
0.36450267,0.16473556,4.1071634,801
0.3523152,0.1672543,4.1094227,802
-0.25715244,0.2932109,4.222419,803
-0.2693399,0.29572964,4.2246785,804
-0.33962074,0.31025434,4.2377086,805
-0.63,0.37026602,4.291545,806
-0.2025342,0.45860893,4.3707976,807
-0.053275023,0.45690456,4.261027,808
0.06369446,0.45556888,4.1750035,809
0.63,0.4491023,3.7585213,810
0.12278368,0.44331047,3.3854954,811
-0.13287458,0.44039112,3.197475,812
-0.63,0.4347145,2.8318703,813
-0.1649605,0.4294043,2.4898632,814
0.17472287,0.42552546,2.2400475,815
0.63,0.4203267,1.9052197,816
0.197615,0.41538936,1.5872276,817
-0.2070488,0.41076854,1.2896229,818
-0.63,0.4059389,0.97856885,819
-0.23237678,0.40139848,0.68614197,820
-0.071256205,0.63,0.58796275,821
0.05052291,0.45721707,0.51375633,822
0.099758394,0.38736063,0.4837546,823
0.10881398,0.37451237,0.47823656,824
0.38929495,-0.023440331,0.30732483,825
0.3983505,-0.036288593,0.30180678,826
0.447586,-0.10614501,0.27180502,827
0.63,-0.36495808,0.16065063,828
0.5960863,-0.41307554,0.13998526,829
0.37877756,-0.4328755,0.13380873,830
0.2531531,-0.3840749,0.29469928,831
0.18173538,-0.35633168,0.3861658,832
0.16911125,-0.35142764,0.40233386,833
-0.16307746,-0.2223842,0.8277766,834
-0.3333396,-0.20244679,0.828466,835
-0.3458408,-0.20098293,0.82851666,836
-0.41775584,-0.1925618,0.82880783,837
-0.63,-0.16770838,0.8296672,838
-0.4365312,-0.14505352,0.8304506,839
-0.3754763,-0.13790411,0.83069783,840
-0.3652549,-0.13670719,0.8307392,841
0.38695693,-0.048624504,0.833785,842
0.39717832,-0.047427595,0.83382636,843
0.4582332,-0.040278178,0.8340736,844
0.5385888,-0.030868674,0.834399,845
0.568356,-0.016084272,0.9167653,846
0.63,0.068684384,1.0114279,847
0.5377932,0.19548091,1.1530238,848
0.33653772,0.31359586,1.1964151,849
0.10969053,0.44673032,1.245324,850
-0.016638096,0.5208714,1.2725608,851
-0.08017428,0.49701592,1.3211858,852
-0.10122435,0.44872445,1.3905647,853
-0.13227206,0.37749717,1.4928946,854
-0.13778506,0.36484966,1.5110649,855
-0.36107257,-0.14739946,2.2469969,856
-0.36658555,-0.16004694,2.265167,857
-0.39763328,-0.23127423,2.367497,858
-0.44682097,-0.3441169,2.5296144,859
-0.63,-0.35602388,3.0125766,860
-0.42639855,-0.36925834,3.5493836,861
-0.32077628,-0.55146635,3.7394009,862
-0.63,-0.62560445,3.961487,863
-0.61166644,-0.63,3.9746544,864
0.35928035,-0.39721018,4.671994,865
0.46223217,-0.06402924,5.734858,866
0.63,-0.12577236,5.76907,867
0.41113472,-0.20632072,5.8137016,868
0.32014412,-0.23980772,5.832257,869
0.3023334,-0.24636255,5.835889,870
-0.07049927,-0.38357508,5.9119186,871
-0.088309966,-0.39012992,5.9155507,872
-0.17930058,-0.42361692,5.934106,873
-0.5562182,-0.5623328,6.010968,874
-0.41112113,-0.2063478,6.2439947,875
-0.37906668,-0.12770453,6.2954745,876
-0.37318647,-0.11327783,6.3049183,877
-0.18766797,0.34187824,6.602862,878
-0.18178774,0.35630494,6.6123056,879
-0.14973329,0.4349482,6.663785,880
-0.08255794,0.599758,6.7716694,881
0.02167622,0.63,6.836693,882
0.55425483,0.47548038,7.1689286,883
0.49895248,0.5706217,7.1130013,884
0.45118633,0.63,7.048938,885
0.44243902,0.6191262,7.037206,886
0.4527002,0.63,7.0207195,887
0.51586366,0.5630654,6.919233,888
0.5225414,0.63,6.8981423,889
0.5801821,0.05223468,6.7160926,890
0.63,-0.16676606,6.7292147,891
0.6270169,-0.17987989,6.7300005,892
0.57561,-0.105310805,6.670116,893
0.59869635,-0.07191889,6.330042,894
0.63,-0.09624949,6.25635,895
0.39417136,-0.27954617,5.7011886,896
0.38792017,-0.2716703,5.669325,897
0.3702459,-0.2729798,5.623283,898
0.28645077,-0.279188,5.4049945,899
0.27114493,-0.28032202,5.3651223,900
0.0711078,-0.2951424,4.8440213,901
0.0987293,-0.2609809,4.854443,902
-0.35929525,-0.15168035,5.479173,903
-0.37128544,-0.14881907,5.4955277,904
-0.44056836,-0.13228576,5.5900273,905
-0.54892933,-0.106427066,5.737828,906
-0.5474109,-0.09823684,5.7452974,907
-0.5046736,0.02264159,5.6820564,908
-0.63,-0.26095665,5.6700873,909
-0.46691415,-0.63,5.654512,910
-0.33008757,-0.3203782,5.641444,911
-0.30359888,-0.26043758,5.6389146,912
-0.2991061,-0.25027093,5.6384854,913
-0.038612626,0.33919385,5.613607,914
0.15215333,0.35339957,5.9706144,915
0.15660353,0.3571769,5.9703093,916
0.16506086,0.36435547,5.969729,917
0.21494156,0.40669414,5.966306,918
0.23020992,0.4196539,5.9652586,919
0.23754178,0.3939212,5.969661,920
0.26421073,0.30032098,5.9856753,921
0.2694426,0.28195867,5.9888167,922
0.37758905,-0.09760384,6.0537553,923
0.3828209,-0.115966156,6.0568967,924
0.40948984,-0.20956635,6.072911,925
0.48966578,-0.49096042,6.1210537,926
0.63,-0.26257113,6.478153,927
0.62887406,-0.26073867,6.4810185,928
0.5713127,-0.21722955,6.5021396,929
0.508362,-0.22931084,6.545892,930
0.3797512,-0.63,6.6338453,931
0.2917023,-0.3556821,6.69406,932
0.27174905,-0.29351738,6.7077055,933
0.2683675,-0.28298214,6.710018,934
0.053543076,0.38630706,6.856931,935
0.050161533,0.3968423,6.859244,936
0.030208271,0.45900702,6.8728895,937
-0.024676025,0.63,6.9104233,938
-0.08158221,0.4527078,6.9493403,939
-0.10281363,0.38656095,6.96386,940
-0.10646435,0.37518707,6.9663568,941
-0.3049312,-0.2431398,7.102083,942
-0.30858192,-0.25451365,7.10458,943
-0.32981333,-0.3206605,7.1190996,944
-0.42910326,-0.63,7.1870017,945
-0.63,-0.0041027786,7.32439,946
-0.4264695,0.63,7.4635797,947
-0.32783023,0.3226877,7.531037,948
-0.30668196,0.25679988,7.5454993,949
-0.3030491,0.24548166,7.547984,950
-0.1035709,-0.3759961,7.6844025,951
-0.09993804,-0.38731432,7.686887,952
-0.07878977,-0.45320213,7.7013497,953
-0.022042254,-0.63,7.7401576,954
0.012873497,-0.5212194,7.7640357,955
0.02091062,-0.45952448,7.780817,956
0.028800244,-0.39896184,7.7972903,957
0.030119462,-0.38883522,7.800045,958
0.12873237,0.36814123,8.005946,959
0.1300516,0.37826788,8.0087,960
0.13794121,0.43883052,8.025174,961
0.16284527,0.63,8.077173,962
0.1854841,0.45621887,8.124442,963
0.15387991,0.43349853,8.138044,964
0.09227562,0.389211,8.164559,965
0.08141941,0.38140646,8.169232,966
-0.07506909,0.26890638,8.236586,967
-0.15618056,0.35736203,8.18253,968
-0.16331428,0.3651417,8.177776,969
-0.20575057,0.41142035,8.149496,970
-0.24467358,0.4538676,8.123557,971
-0.3360797,0.39711985,7.9120255,972
-0.63,0.55159646,7.9009814,973
-0.48082274,0.63,7.895376,974
-0.12463033,0.44279486,7.881993,975
-0.039487626,0.39804614,7.8787932,976
-0.022898242,0.3893272,7.87817,977
0.3336498,0.20193514,7.864773,978
0.35023922,0.1932162,7.8641496,979
0.43538192,0.14846748,7.8609505,980
0.5200671,0.10395924,7.8577685,981
0.5954638,-0.088934645,7.907046,982
0.54015625,-0.18905719,7.9114623,983
0.4311674,-0.16029558,7.8885736,984
0.37283194,-0.14490114,7.876323,985
0.36309966,-0.14233284,7.874279,986
0.07343578,-0.06589198,7.8134475,987
-0.24027298,-0.30719522,7.7155643,988
-0.2484498,-0.31348476,7.7130127,989
-0.29727313,-0.35103944,7.697779,990
-0.63,-0.60697126,7.5939617,991
-0.6000613,-0.63,7.58462,992
-0.45545155,-0.51876694,7.539499,993
-0.038046237,-0.5892039,7.506857,994
-0.032670572,-0.56774026,7.503264,995
-0.010157177,-0.45988783,7.5242944,996
0.002345407,-0.39999312,7.5359735,997
0.004436666,-0.38997477,7.537927,998
0.16007698,0.35563374,7.6833177,999
0.16216823,0.3656521,7.6852713,1000
0.17467082,0.42554682,7.6969504,1001
0.21734892,0.63,7.736818,1002
0.27131578,0.37146702,7.787231,1003
0.29173106,0.27366585,7.8063016,1004
0.2958009,0.2541689,7.8101034,1005
0.37278026,-0.114607476,7.8820133,1006
0.3768501,-0.13410442,7.885815,1007
0.3972654,-0.23190561,7.904886,1008
0.44178617,-0.44518626,7.9464746,1009
0.45913023,-0.45321983,7.967353,1010
0.46896946,-0.43408135,7.9851785,1011
0.5327381,-0.10141211,8.365076,1012
0.5280545,-0.11188386,8.413495,1013
0.5520017,-0.026365118,8.441301,1014
0.5521247,-0.02269613,8.4436655,1015
0.2749374,0.63,8.461874,1016
0.1860502,0.42069623,8.467713,1017
0.16259377,0.36546308,8.4692545,1018
0.15868427,0.35625735,8.469511,1019
-0.14616472,-0.36157417,8.489536,1020
-0.1500742,-0.3707799,8.489794,1021
-0.17353064,-0.42601305,8.491334,1022
-0.2601599,-0.63,8.497025,1023
-0.41755775,-0.2593734,8.507364,1024
-0.39081687,-0.2426153,8.525475,1025
-0.33997497,-0.21075347,8.559907,1026
-0.3315013,-0.20544316,8.565646,1027
0.32942823,0.20875116,9.01326,1028
0.3379019,0.21406148,9.018998,1029
0.3887438,0.24592331,9.0534315,1030
0.4246469,0.26842326,9.077746,1031
0.42945164,0.27236393,9.079517,1032
0.5180966,0.3319918,9.07102,1033
0.63,0.18378654,9.186112,1034
0.45787364,-0.04417826,9.363143,1035
0.42118916,-0.09276336,9.400872,1036
0.39998758,-0.003152907,9.496408,1037
0.3859048,0.056369353,9.559867,1038
0.37025023,0.122534774,9.630407,1039
0.35616744,0.18205704,9.693866,1040
0.33262274,0.28157082,9.799959,1041
0.3771856,0.2633078,9.805778,1042
0.63,0.15969801,9.838786,1043
0.45176467,0.08665261,9.862057,1044
0.44866753,0.08538332,9.862461,1045
0.45194164,0.085724935,9.85641,1046
0.50045586,0.09078689,9.766749,1047
0.56676215,0.063297525,9.6731,1048
0.63,0.22548725,9.684827,1049
0.47228032,0.63,9.714073,1050
0.34519047,0.3040453,9.737639,1051
0.32014418,0.23980764,9.742284,1052
0.31584558,0.22878279,9.743081,1053
0.0776244,-0.38219687,9.787255,1054
0.073325805,-0.39322174,9.788052,1055
0.048279524,-0.4574594,9.792696,1056
-0.018994126,-0.63,9.805171,1057
-0.08863842,-0.45137924,9.818086,1058
-0.1152897,-0.38302517,9.823028,1059
-0.11993972,-0.371099,9.82389,1060
-0.2036927,-0.1562929,9.83942,1061
0.37677377,0.10070513,9.593695,1062
0.38602665,0.10480179,9.589778,1063
0.441443,0.12933704,9.566319,1064
0.600043,0.19955623,9.49918,1065
0.63,0.3106696,9.368047,1066
0.6173941,0.35742614,9.312866,1067
0.63,0.3565426,9.312368,1068
0.39445317,0.34003332,9.303053,1069
0.3097171,0.34011075,9.311427,1070
0.22044162,0.34019235,9.3202505,1071
0.29717755,0.35112035,9.21639,1072
0.5098669,0.38140956,8.92852,1073
0.63,0.50437963,8.714624,1074
0.50727785,0.63,8.496119,1075
0.26151356,0.37843186,8.058538,1076
0.21888553,0.33479714,7.9826393,1077
0.21175933,0.32750264,7.969951,1078
0.14492843,0.2590935,7.8509593,1079
0.37340835,-0.11254429,7.867536,1080
0.38034886,-0.12383352,7.8680396,1081
0.41981563,-0.18802883,7.870903,1082
0.5875247,-0.46081883,7.8830705,1083
0.5157723,-0.59951705,7.907537,1084
0.47960064,-0.5327176,7.957675,1085
0.46941537,-0.44426778,8.260279,1086
